country,timestamp_utc,date,volume_article_count,avg_tone,conflict_article_count,disaster_article_count
Egypt,2026-09-11T00:00:00+00:00,2026-09-11,17,-0.9579,8,0
Sudan,2026-09-11T00:00:00+00:00,2026-09-11,1,-0.9982,1,1
Haiti,2026-09-11T00:00:00+00:00,2026-09-11,7,-2.1303,6,5
Thailand,2026-09-11T00:00:00+00:00,2026-09-11,15,0.5961,13,0
Turkey,2026-09-10T23:00:00+00:00,2026-09-10,15,-1.5176,12,0
Ukraine,2026-09-10T23:00:00+00:00,2026-09-10,16,-1.7885,14,2
Lebanon,2026-09-10T23:00:00+00:00,2026-09-10,4,-4.4125,3,0
Israel,2026-09-10T23:00:00+00:00,2026-09-10,22,-4.2829,16,2
Egypt,2026-09-10T23:00:00+00:00,2026-09-10,16,-0.1413,7,0
Sudan,2026-09-10T23:00:00+00:00,2026-09-10,3,-2.4505,1,1
Haiti,2026-09-10T23:00:00+00:00,2026-09-10,7,-4.3804,5,4
Thailand,2026-09-10T23:00:00+00:00,2026-09-10,13,0.2246,11,0
Turkey,2026-09-10T22:00:00+00:00,2026-09-10,22,-0.8164,13,1
Ukraine,2026-09-10T22:00:00+00:00,2026-09-10,25,-2.1002,23,2
Lebanon,2026-09-10T22:00:00+00:00,2026-09-10,9,-3.3124,6,2
Israel,2026-09-10T22:00:00+00:00,2026-09-10,28,-3.138,18,1
Egypt,2026-09-10T22:00:00+00:00,2026-09-10,14,-0.6088,7,1
Sudan,2026-09-10T22:00:00+00:00,2026-09-10,0,,0,0
Haiti,2026-09-10T22:00:00+00:00,2026-09-10,3,-4.4132,3,2
Thailand,2026-09-10T22:00:00+00:00,2026-09-10,18,-0.0617,12,0
Turkey,2026-09-10T21:00:00+00:00,2026-09-10,13,-1.3469,5,0
Ukraine,2026-09-10T21:00:00+00:00,2026-09-10,22,-1.2329,19,5
Lebanon,2026-09-10T21:00:00+00:00,2026-09-10,8,-1.8821,5,0
Israel,2026-09-10T21:00:00+00:00,2026-09-10,36,-3.9603,25,1
Egypt,2026-09-10T21:00:00+00:00,2026-09-10,20,-0.7682,11,4
Sudan,2026-09-10T21:00:00+00:00,2026-09-10,1,0.153,1,1
Haiti,2026-09-10T21:00:00+00:00,2026-09-10,7,-0.8794,4,4
Thailand,2026-09-10T21:00:00+00:00,2026-09-10,12,-0.8741,9,0
Turkey,2026-09-10T20:00:00+00:00,2026-09-10,5,-1.2865,4,0
Ukraine,2026-09-10T20:00:00+00:00,2026-09-10,19,-2.4991,17,3
Lebanon,2026-09-10T20:00:00+00:00,2026-09-10,13,-3.1778,12,4
Israel,2026-09-10T20:00:00+00:00,2026-09-10,36,-2.9925,30,5
Egypt,2026-09-10T20:00:00+00:00,2026-09-10,16,0.7627,5,1
Sudan,2026-09-10T20:00:00+00:00,2026-09-10,3,-2.2135,3,0
Haiti,2026-09-10T20:00:00+00:00,2026-09-10,7,-3.0374,5,5
Thailand,2026-09-10T20:00:00+00:00,2026-09-10,9,1.8731,3,0
Turkey,2026-09-10T19:00:00+00:00,2026-09-10,8,1.0038,2,0
Ukraine,2026-09-10T19:00:00+00:00,2026-09-10,19,-2.9211,14,3
Lebanon,2026-09-10T19:00:00+00:00,2026-09-10,7,-5.4118,7,1
Israel,2026-09-10T19:00:00+00:00,2026-09-10,46,-3.9576,35,2
Egypt,2026-09-10T19:00:00+00:00,2026-09-10,22,0.8438,12,1
Sudan,2026-09-10T19:00:00+00:00,2026-09-10,1,-0.5181,1,0
Haiti,2026-09-10T19:00:00+00:00,2026-09-10,6,-2.5341,5,5
Thailand,2026-09-10T19:00:00+00:00,2026-09-10,11,2.6721,3,0
Turkey,2026-09-10T18:00:00+00:00,2026-09-10,5,-1.597,4,0
Ukraine,2026-09-10T18:00:00+00:00,2026-09-10,24,-1.9977,20,3
Lebanon,2026-09-10T18:00:00+00:00,2026-09-10,5,-1.1838,3,0
Israel,2026-09-10T18:00:00+00:00,2026-09-10,34,-2.1609,29,2
Egypt,2026-09-10T18:00:00+00:00,2026-09-10,20,1.9462,9,0
Sudan,2026-09-10T18:00:00+00:00,2026-09-10,5,-1.5952,4,0
Haiti,2026-09-10T18:00:00+00:00,2026-09-10,6,-1.9142,4,4
Thailand,2026-09-10T18:00:00+00:00,2026-09-10,11,1.8417,5,2
Turkey,2026-09-10T17:00:00+00:00,2026-09-10,6,1.6918,0,0
Ukraine,2026-09-10T17:00:00+00:00,2026-09-10,18,-3.4381,15,1
Lebanon,2026-09-10T17:00:00+00:00,2026-09-10,6,-0.732,5,1
Israel,2026-09-10T17:00:00+00:00,2026-09-10,30,-2.6574,25,1
Egypt,2026-09-10T17:00:00+00:00,2026-09-10,14,3.1448,6,1
Sudan,2026-09-10T17:00:00+00:00,2026-09-10,2,1.5766,2,1
Haiti,2026-09-10T17:00:00+00:00,2026-09-10,12,-1.4091,7,6
Thailand,2026-09-10T17:00:00+00:00,2026-09-10,2,-2.0576,2,0
Turkey,2026-09-10T16:00:00+00:00,2026-09-10,10,-1.8922,8,1
Ukraine,2026-09-10T16:00:00+00:00,2026-09-10,24,-3.6596,21,4
Lebanon,2026-09-10T16:00:00+00:00,2026-09-10,13,-1.5075,12,2
Israel,2026-09-10T16:00:00+00:00,2026-09-10,47,-3.0252,41,4
Egypt,2026-09-10T16:00:00+00:00,2026-09-10,20,1.9628,11,3
Sudan,2026-09-10T16:00:00+00:00,2026-09-10,0,,0,0
Haiti,2026-09-10T16:00:00+00:00,2026-09-10,3,-3.9216,3,3
Thailand,2026-09-10T16:00:00+00:00,2026-09-10,9,0.5062,6,0
Turkey,2026-09-10T15:00:00+00:00,2026-09-10,8,-0.3687,4,0
Ukraine,2026-09-10T15:00:00+00:00,2026-09-10,19,-3.184,17,2
Lebanon,2026-09-10T15:00:00+00:00,2026-09-10,6,-2.0429,6,1
Israel,2026-09-10T15:00:00+00:00,2026-09-10,45,-2.6102,38,2
Egypt,2026-09-10T15:00:00+00:00,2026-09-10,14,-0.0983,6,3
Sudan,2026-09-10T15:00:00+00:00,2026-09-10,0,,0,0
Haiti,2026-09-10T15:00:00+00:00,2026-09-10,3,-2.5932,3,2
Thailand,2026-09-10T15:00:00+00:00,2026-09-10,10,1.1683,2,0
Turkey,2026-09-10T14:00:00+00:00,2026-09-10,15,-1.1756,7,3
Ukraine,2026-09-10T14:00:00+00:00,2026-09-10,23,-1.707,18,6
Lebanon,2026-09-10T14:00:00+00:00,2026-09-10,6,-0.9807,4,2
Israel,2026-09-10T14:00:00+00:00,2026-09-10,46,-3.3286,39,4
Egypt,2026-09-10T14:00:00+00:00,2026-09-10,21,-1.7091,10,7
Sudan,2026-09-10T14:00:00+00:00,2026-09-10,2,-1.3815,1,1
Haiti,2026-09-10T14:00:00+00:00,2026-09-10,4,-2.068,2,3
Thailand,2026-09-10T14:00:00+00:00,2026-09-10,7,0.6636,2,1
Turkey,2026-09-10T13:00:00+00:00,2026-09-10,23,-0.2736,8,4
Ukraine,2026-09-10T13:00:00+00:00,2026-09-10,31,-2.1833,28,6
Lebanon,2026-09-10T13:00:00+00:00,2026-09-10,6,-0.3106,4,4
Israel,2026-09-10T13:00:00+00:00,2026-09-10,35,-3.7185,29,2
Egypt,2026-09-10T13:00:00+00:00,2026-09-10,13,-0.8077,7,0
Sudan,2026-09-10T13:00:00+00:00,2026-09-10,4,-0.4695,4,4
Haiti,2026-09-10T13:00:00+00:00,2026-09-10,4,-0.4695,4,4
Thailand,2026-09-10T13:00:00+00:00,2026-09-10,9,-1.9282,6,0
Turkey,2026-09-10T12:00:00+00:00,2026-09-10,19,-0.1881,5,2
Ukraine,2026-09-10T12:00:00+00:00,2026-09-10,23,-2.4008,21,5
Lebanon,2026-09-10T12:00:00+00:00,2026-09-10,13,-2.5915,11,6
Israel,2026-09-10T12:00:00+00:00,2026-09-10,45,-3.3086,36,3
Egypt,2026-09-10T12:00:00+00:00,2026-09-10,7,-1.6658,2,1
Sudan,2026-09-10T12:00:00+00:00,2026-09-10,5,-1.4443,5,4
Haiti,2026-09-10T12:00:00+00:00,2026-09-10,5,-0.8914,4,4
Thailand,2026-09-10T12:00:00+00:00,2026-09-10,7,1.2933,1,0
Turkey,2026-09-10T11:00:00+00:00,2026-09-10,12,-2.0045,7,2
Ukraine,2026-09-10T11:00:00+00:00,2026-09-10,12,-2.1042,7,1
Lebanon,2026-09-10T11:00:00+00:00,2026-09-10,5,-4.6679,5,4
Israel,2026-09-10T11:00:00+00:00,2026-09-10,29,-3.66,21,4
Egypt,2026-09-10T11:00:00+00:00,2026-09-10,14,-1.9585,8,3
Sudan,2026-09-10T11:00:00+00:00,2026-09-10,2,-4.5142,2,1
Haiti,2026-09-10T11:00:00+00:00,2026-09-10,3,1.0295,1,1
Thailand,2026-09-10T11:00:00+00:00,2026-09-10,13,0.9404,2,0
Turkey,2026-09-10T10:00:00+00:00,2026-09-10,14,0.2241,5,2
Ukraine,2026-09-10T10:00:00+00:00,2026-09-10,24,-2.2437,18,1
Lebanon,2026-09-10T10:00:00+00:00,2026-09-10,3,-2.2801,3,1
Israel,2026-09-10T10:00:00+00:00,2026-09-10,35,-2.6153,27,3
Egypt,2026-09-10T10:00:00+00:00,2026-09-10,18,0.3294,5,0
Sudan,2026-09-10T10:00:00+00:00,2026-09-10,0,,0,0
Haiti,2026-09-10T10:00:00+00:00,2026-09-10,2,-5.1526,0,1
Thailand,2026-09-10T10:00:00+00:00,2026-09-10,16,0.6141,4,0
Turkey,2026-09-10T09:00:00+00:00,2026-09-10,0,,0,0
Ukraine,2026-09-10T09:00:00+00:00,2026-09-10,20,-4.1005,17,2
Lebanon,2026-09-10T09:00:00+00:00,2026-09-10,4,-5.0041,4,1
Israel,2026-09-10T09:00:00+00:00,2026-09-10,16,-4.5752,12,1
Egypt,2026-09-10T09:00:00+00:00,2026-09-10,7,0.8912,3,0
Sudan,2026-09-10T09:00:00+00:00,2026-09-10,3,-4.7661,2,2
Haiti,2026-09-10T09:00:00+00:00,2026-09-10,2,-1.3841,1,2
Thailand,2026-09-10T09:00:00+00:00,2026-09-10,8,2.4036,4,0
Turkey,2026-09-10T08:00:00+00:00,2026-09-10,8,-0.9395,3,1
Ukraine,2026-09-10T08:00:00+00:00,2026-09-10,14,-1.7658,10,4
Lebanon,2026-09-10T08:00:00+00:00,2026-09-10,11,-5.6321,7,1
Israel,2026-09-10T08:00:00+00:00,2026-09-10,51,-4.0776,37,1
Egypt,2026-09-10T08:00:00+00:00,2026-09-10,10,-0.5059,1,1
Sudan,2026-09-10T08:00:00+00:00,2026-09-10,1,-1.6632,1,1
Haiti,2026-09-10T08:00:00+00:00,2026-09-10,2,-2.2038,2,2
Thailand,2026-09-10T08:00:00+00:00,2026-09-10,13,-1.1731,5,0
Turkey,2026-09-10T07:00:00+00:00,2026-09-10,6,1.2866,2,0
Ukraine,2026-09-10T07:00:00+00:00,2026-09-10,13,-0.7685,9,2
Lebanon,2026-09-10T07:00:00+00:00,2026-09-10,2,-7.0561,2,0
Israel,2026-09-10T07:00:00+00:00,2026-09-10,19,-1.5537,10,0
Egypt,2026-09-10T07:00:00+00:00,2026-09-10,9,-0.1726,4,1
Sudan,2026-09-10T07:00:00+00:00,2026-09-10,2,0.7006,1,0
Haiti,2026-09-10T07:00:00+00:00,2026-09-10,0,,0,0
Thailand,2026-09-10T07:00:00+00:00,2026-09-10,22,2.3022,6,2
Turkey,2026-09-10T06:00:00+00:00,2026-09-10,5,0.6941,3,0
Ukraine,2026-09-10T06:00:00+00:00,2026-09-10,8,-3.6445,7,0
Lebanon,2026-09-10T06:00:00+00:00,2026-09-10,4,-5.0736,4,0
Israel,2026-09-10T06:00:00+00:00,2026-09-10,31,-2.3135,23,0
Egypt,2026-09-10T06:00:00+00:00,2026-09-10,5,-0.6862,1,1
Sudan,2026-09-10T06:00:00+00:00,2026-09-10,1,9.5238,0,0
Haiti,2026-09-10T06:00:00+00:00,2026-09-10,0,,0,0
Thailand,2026-09-10T06:00:00+00:00,2026-09-10,5,2.5393,2,0
Turkey,2026-09-10T05:00:00+00:00,2026-09-10,2,2.7095,0,0
Ukraine,2026-09-10T05:00:00+00:00,2026-09-10,10,-2.8941,8,2
Lebanon,2026-09-10T05:00:00+00:00,2026-09-10,3,-3.3324,3,1
Israel,2026-09-10T05:00:00+00:00,2026-09-10,20,-0.7922,12,2
Egypt,2026-09-10T05:00:00+00:00,2026-09-10,8,1.5866,4,1
Sudan,2026-09-10T05:00:00+00:00,2026-09-10,1,-1.0274,1,1
Haiti,2026-09-10T05:00:00+00:00,2026-09-10,1,-2.7444,1,1
Thailand,2026-09-10T05:00:00+00:00,2026-09-10,13,1.5246,7,0
Turkey,2026-09-10T04:00:00+00:00,2026-09-10,6,-0.5155,6,0
Ukraine,2026-09-10T04:00:00+00:00,2026-09-10,23,-1.1884,18,0
Lebanon,2026-09-10T04:00:00+00:00,2026-09-10,4,-0.8457,3,1
Israel,2026-09-10T04:00:00+00:00,2026-09-10,40,-2.3289,39,3
Egypt,2026-09-10T04:00:00+00:00,2026-09-10,13,2.4302,6,0
Sudan,2026-09-10T04:00:00+00:00,2026-09-10,0,,0,0
Haiti,2026-09-10T04:00:00+00:00,2026-09-10,1,0.7926,1,1
Thailand,2026-09-10T04:00:00+00:00,2026-09-10,17,2.3062,5,0
Turkey,2026-09-10T03:00:00+00:00,2026-09-10,11,-1.9079,8,1
Ukraine,2026-09-10T03:00:00+00:00,2026-09-10,17,-2.4589,11,6
Lebanon,2026-09-10T03:00:00+00:00,2026-09-10,5,-3.754,4,2
Israel,2026-09-10T03:00:00+00:00,2026-09-10,55,-2.5284,41,3
Egypt,2026-09-10T03:00:00+00:00,2026-09-10,6,-0.3327,4,2
Sudan,2026-09-10T03:00:00+00:00,2026-09-10,2,-0.5576,2,2
Haiti,2026-09-10T03:00:00+00:00,2026-09-10,2,-0.5576,2,2
Thailand,2026-09-10T03:00:00+00:00,2026-09-10,3,-0.112,0,1
Turkey,2026-09-10T02:00:00+00:00,2026-09-10,9,-1.1394,7,0
Ukraine,2026-09-10T02:00:00+00:00,2026-09-10,17,-1.9653,12,4
Lebanon,2026-09-10T02:00:00+00:00,2026-09-10,7,-0.7343,4,2
Israel,2026-09-10T02:00:00+00:00,2026-09-10,31,-1.6709,24,0
Egypt,2026-09-10T02:00:00+00:00,2026-09-10,11,-0.3337,6,1
Sudan,2026-09-10T02:00:00+00:00,2026-09-10,5,-0.4381,3,2
Haiti,2026-09-10T02:00:00+00:00,2026-09-10,3,-1.3495,2,2
Thailand,2026-09-10T02:00:00+00:00,2026-09-10,8,3.7589,0,1
Turkey,2026-09-10T01:00:00+00:00,2026-09-10,10,-2.0722,8,0
Ukraine,2026-09-10T01:00:00+00:00,2026-09-10,10,-2.6942,8,0
Lebanon,2026-09-10T01:00:00+00:00,2026-09-10,4,-1.3103,2,0
Israel,2026-09-10T01:00:00+00:00,2026-09-10,35,-2.5169,29,2
Egypt,2026-09-10T01:00:00+00:00,2026-09-10,11,-1.616,3,1
Sudan,2026-09-10T01:00:00+00:00,2026-09-10,0,,0,0
Haiti,2026-09-10T01:00:00+00:00,2026-09-10,0,,0,0
Thailand,2026-09-10T01:00:00+00:00,2026-09-10,6,-3.3648,1,0
Turkey,2026-09-10T00:00:00+00:00,2026-09-10,7,0.6816,4,1
Ukraine,2026-09-10T00:00:00+00:00,2026-09-10,19,-1.1346,17,2
Lebanon,2026-09-10T00:00:00+00:00,2026-09-10,4,-2.1028,2,1
Israel,2026-09-10T00:00:00+00:00,2026-09-10,34,-3.2198,23,2
Egypt,2026-09-10T00:00:00+00:00,2026-09-10,12,-1.4526,4,1
Sudan,2026-09-10T00:00:00+00:00,2026-09-10,2,-1.1823,1,1
Haiti,2026-09-10T00:00:00+00:00,2026-09-10,4,-1.0766,2,2
Thailand,2026-09-10T00:00:00+00:00,2026-09-10,11,-2.4149,1,1
Turkey,2026-09-09T23:00:00+00:00,2026-09-09,7,0.6749,3,1
Ukraine,2026-09-09T23:00:00+00:00,2026-09-09,22,-2.5661,18,0
Lebanon,2026-09-09T23:00:00+00:00,2026-09-09,6,-3.7692,5,1
Israel,2026-09-09T23:00:00+00:00,2026-09-09,31,-2.6136,19,2
Egypt,2026-09-09T23:00:00+00:00,2026-09-09,12,-1.3808,5,0
Sudan,2026-09-09T23:00:00+00:00,2026-09-09,0,,0,0
Haiti,2026-09-09T23:00:00+00:00,2026-09-09,1,-2.4502,1,0
Thailand,2026-09-09T23:00:00+00:00,2026-09-09,7,-4.2342,1,0
Turkey,2026-09-09T22:00:00+00:00,2026-09-09,13,0.095,3,0
Ukraine,2026-09-09T22:00:00+00:00,2026-09-09,28,-1.6937,23,2
Lebanon,2026-09-09T22:00:00+00:00,2026-09-09,6,-3.5597,4,1
Israel,2026-09-09T22:00:00+00:00,2026-09-09,34,-4.4539,22,3
Egypt,2026-09-09T22:00:00+00:00,2026-09-09,14,-2.495,3,0
Sudan,2026-09-09T22:00:00+00:00,2026-09-09,1,-1.8648,1,0
Haiti,2026-09-09T22:00:00+00:00,2026-09-09,4,-5.1355,4,1
Thailand,2026-09-09T22:00:00+00:00,2026-09-09,11,-3.2443,0,0
Turkey,2026-09-09T21:00:00+00:00,2026-09-09,14,-1.4514,5,1
Ukraine,2026-09-09T21:00:00+00:00,2026-09-09,26,-2.2075,22,4
Lebanon,2026-09-09T21:00:00+00:00,2026-09-09,4,-2.4414,3,1
Israel,2026-09-09T21:00:00+00:00,2026-09-09,36,-2.8431,22,2
Egypt,2026-09-09T21:00:00+00:00,2026-09-09,11,-2.1115,2,0
Sudan,2026-09-09T21:00:00+00:00,2026-09-09,2,-3.0934,2,1
Haiti,2026-09-09T21:00:00+00:00,2026-09-09,4,-1.9528,3,2
Thailand,2026-09-09T21:00:00+00:00,2026-09-09,10,-2.7359,0,0
Turkey,2026-09-09T20:00:00+00:00,2026-09-09,11,-0.1793,8,0
Ukraine,2026-09-09T20:00:00+00:00,2026-09-09,42,-3.1836,40,6
Lebanon,2026-09-09T20:00:00+00:00,2026-09-09,6,-4.1325,5,2
Israel,2026-09-09T20:00:00+00:00,2026-09-09,55,-2.6634,40,3
Egypt,2026-09-09T20:00:00+00:00,2026-09-09,6,-1.7227,5,0
Sudan,2026-09-09T20:00:00+00:00,2026-09-09,2,-2.101,2,1
Haiti,2026-09-09T20:00:00+00:00,2026-09-09,4,-1.3886,3,2
Thailand,2026-09-09T20:00:00+00:00,2026-09-09,6,1.6413,2,0
Turkey,2026-09-09T19:00:00+00:00,2026-09-09,7,-0.8301,3,0
Ukraine,2026-09-09T19:00:00+00:00,2026-09-09,30,-2.5562,24,0
Lebanon,2026-09-09T19:00:00+00:00,2026-09-09,2,-3.732,2,1
Israel,2026-09-09T19:00:00+00:00,2026-09-09,36,-2.7322,29,3
Egypt,2026-09-09T19:00:00+00:00,2026-09-09,7,-2.8602,5,1
Sudan,2026-09-09T19:00:00+00:00,2026-09-09,1,-1.7417,1,1
Haiti,2026-09-09T19:00:00+00:00,2026-09-09,2,-1.6227,2,1
Thailand,2026-09-09T19:00:00+00:00,2026-09-09,5,0.7002,3,0
Turkey,2026-09-09T18:00:00+00:00,2026-09-09,10,-2.1956,9,1
Ukraine,2026-09-09T18:00:00+00:00,2026-09-09,22,-2.3273,19,2
Lebanon,2026-09-09T18:00:00+00:00,2026-09-09,7,-1.0113,5,1
Israel,2026-09-09T18:00:00+00:00,2026-09-09,46,-2.8106,38,6
Egypt,2026-09-09T18:00:00+00:00,2026-09-09,9,-1.0444,5,0
Sudan,2026-09-09T18:00:00+00:00,2026-09-09,4,-2.7391,4,2
Haiti,2026-09-09T18:00:00+00:00,2026-09-09,5,-0.4708,4,1
Thailand,2026-09-09T18:00:00+00:00,2026-09-09,10,-1.2551,8,2
Turkey,2026-09-09T17:00:00+00:00,2026-09-09,8,-2.5719,2,0
Ukraine,2026-09-09T17:00:00+00:00,2026-09-09,15,-1.0997,13,0
Lebanon,2026-09-09T17:00:00+00:00,2026-09-09,5,-1.3394,3,1
Israel,2026-09-09T17:00:00+00:00,2026-09-09,43,-3.2296,35,1
Egypt,2026-09-09T17:00:00+00:00,2026-09-09,7,-0.5138,4,0
Sudan,2026-09-09T17:00:00+00:00,2026-09-09,2,-1.4157,2,1
Haiti,2026-09-09T17:00:00+00:00,2026-09-09,8,-2.9702,7,3
Thailand,2026-09-09T17:00:00+00:00,2026-09-09,12,0.6147,3,3
Turkey,2026-09-09T16:00:00+00:00,2026-09-09,12,-2.0926,7,1
Ukraine,2026-09-09T16:00:00+00:00,2026-09-09,16,-2.4531,12,1
Lebanon,2026-09-09T16:00:00+00:00,2026-09-09,5,-3.4266,5,1
Israel,2026-09-09T16:00:00+00:00,2026-09-09,66,-2.1882,40,10
Egypt,2026-09-09T16:00:00+00:00,2026-09-09,9,-0.6891,5,1
Sudan,2026-09-09T16:00:00+00:00,2026-09-09,1,-2.7548,1,0
Haiti,2026-09-09T16:00:00+00:00,2026-09-09,3,-3.5629,2,0
Thailand,2026-09-09T16:00:00+00:00,2026-09-09,7,0.0477,2,0
Turkey,2026-09-09T15:00:00+00:00,2026-09-09,8,-1.4218,6,0
Ukraine,2026-09-09T15:00:00+00:00,2026-09-09,19,-1.6091,13,1
Lebanon,2026-09-09T15:00:00+00:00,2026-09-09,4,-0.7294,2,0
Israel,2026-09-09T15:00:00+00:00,2026-09-09,61,-2.8137,51,6
Egypt,2026-09-09T15:00:00+00:00,2026-09-09,10,0.4526,3,1
Sudan,2026-09-09T15:00:00+00:00,2026-09-09,1,-4.77,0,0
Haiti,2026-09-09T15:00:00+00:00,2026-09-09,3,-2.6102,1,0
Thailand,2026-09-09T15:00:00+00:00,2026-09-09,13,0.2176,0,0
Turkey,2026-09-09T14:00:00+00:00,2026-09-09,22,-0.7786,8,4
Ukraine,2026-09-09T14:00:00+00:00,2026-09-09,28,-1.935,20,0
Lebanon,2026-09-09T14:00:00+00:00,2026-09-09,5,-1.103,1,0
Israel,2026-09-09T14:00:00+00:00,2026-09-09,44,-3.0212,31,2
Egypt,2026-09-09T14:00:00+00:00,2026-09-09,15,-0.1592,7,1
Sudan,2026-09-09T14:00:00+00:00,2026-09-09,1,-3.16,1,0
Haiti,2026-09-09T14:00:00+00:00,2026-09-09,1,-4.3588,1,0
Thailand,2026-09-09T14:00:00+00:00,2026-09-09,19,0.0649,3,0
Turkey,2026-09-09T13:00:00+00:00,2026-09-09,7,-1.2671,4,1
Ukraine,2026-09-09T13:00:00+00:00,2026-09-09,21,-2.7935,18,1
Lebanon,2026-09-09T13:00:00+00:00,2026-09-09,2,-3.614,2,0
Israel,2026-09-09T13:00:00+00:00,2026-09-09,47,-2.0251,38,3
Egypt,2026-09-09T13:00:00+00:00,2026-09-09,10,-0.1309,3,1
Sudan,2026-09-09T13:00:00+00:00,2026-09-09,1,-5.2375,1,1
Haiti,2026-09-09T13:00:00+00:00,2026-09-09,3,-3.1669,1,0
Thailand,2026-09-09T13:00:00+00:00,2026-09-09,5,1.2586,0,0
Turkey,2026-09-09T12:00:00+00:00,2026-09-09,9,-1.7186,4,0
Ukraine,2026-09-09T12:00:00+00:00,2026-09-09,14,-1.2892,9,3
Lebanon,2026-09-09T12:00:00+00:00,2026-09-09,1,-4.2868,0,0
Israel,2026-09-09T12:00:00+00:00,2026-09-09,22,-4.7725,16,2
Egypt,2026-09-09T12:00:00+00:00,2026-09-09,12,-0.0296,2,0
Sudan,2026-09-09T12:00:00+00:00,2026-09-09,1,3.3735,0,0
Haiti,2026-09-09T12:00:00+00:00,2026-09-09,1,-5.8156,1,0
Thailand,2026-09-09T12:00:00+00:00,2026-09-09,8,2.0472,2,2
Turkey,2026-09-09T11:00:00+00:00,2026-09-09,10,-1.2371,4,2
Ukraine,2026-09-09T11:00:00+00:00,2026-09-09,34,-2.2093,18,2
Lebanon,2026-09-09T11:00:00+00:00,2026-09-09,10,-2.537,8,3
Israel,2026-09-09T11:00:00+00:00,2026-09-09,45,-5.3773,29,3
Egypt,2026-09-09T11:00:00+00:00,2026-09-09,9,-0.4844,5,3
Sudan,2026-09-09T11:00:00+00:00,2026-09-09,1,1.7143,1,1
Haiti,2026-09-09T11:00:00+00:00,2026-09-09,2,-5.8881,1,0
Thailand,2026-09-09T11:00:00+00:00,2026-09-09,10,2.1149,4,1
Turkey,2026-09-09T10:00:00+00:00,2026-09-09,9,0.2507,3,1
Ukraine,2026-09-09T10:00:00+00:00,2026-09-09,23,-2.6913,16,4
Lebanon,2026-09-09T10:00:00+00:00,2026-09-09,7,-3.7602,7,1
Israel,2026-09-09T10:00:00+00:00,2026-09-09,51,-5.5462,42,2
Egypt,2026-09-09T10:00:00+00:00,2026-09-09,17,0.0311,6,3
Sudan,2026-09-09T10:00:00+00:00,2026-09-09,2,3.5308,2,1
Haiti,2026-09-09T10:00:00+00:00,2026-09-09,0,,0,0
Thailand,2026-09-09T10:00:00+00:00,2026-09-09,9,1.6505,2,1
Turkey,2026-09-09T09:00:00+00:00,2026-09-09,3,-1.0726,1,0
Ukraine,2026-09-09T09:00:00+00:00,2026-09-09,16,-0.2585,7,1
Lebanon,2026-09-09T09:00:00+00:00,2026-09-09,7,-4.3483,7,0
Israel,2026-09-09T09:00:00+00:00,2026-09-09,62,-3.9349,49,1
Egypt,2026-09-09T09:00:00+00:00,2026-09-09,15,-0.0672,5,0
Sudan,2026-09-09T09:00:00+00:00,2026-09-09,0,,0,0
Haiti,2026-09-09T09:00:00+00:00,2026-09-09,0,,0,0
Thailand,2026-09-09T09:00:00+00:00,2026-09-09,6,-1.7452,3,1
Turkey,2026-09-09T08:00:00+00:00,2026-09-09,7,-1.115,4,0
Ukraine,2026-09-09T08:00:00+00:00,2026-09-09,22,-2.8852,16,1
Lebanon,2026-09-09T08:00:00+00:00,2026-09-09,5,-6.775,5,1
Israel,2026-09-09T08:00:00+00:00,2026-09-09,48,-4.8207,33,1
Egypt,2026-09-09T08:00:00+00:00,2026-09-09,6,-2.57,3,2
Sudan,2026-09-09T08:00:00+00:00,2026-09-09,1,-4.4335,1,0
Haiti,2026-09-09T08:00:00+00:00,2026-09-09,0,,0,0
Thailand,2026-09-09T08:00:00+00:00,2026-09-09,10,-0.2951,3,0
Turkey,2026-09-09T07:00:00+00:00,2026-09-09,4,-1.6696,3,0
Ukraine,2026-09-09T07:00:00+00:00,2026-09-09,8,-3.2719,8,0
Lebanon,2026-09-09T07:00:00+00:00,2026-09-09,3,-4.596,3,0
Israel,2026-09-09T07:00:00+00:00,2026-09-09,33,-4.2774,32,3
Egypt,2026-09-09T07:00:00+00:00,2026-09-09,2,-0.8295,1,1
Sudan,2026-09-09T07:00:00+00:00,2026-09-09,1,-4.6838,1,1
Haiti,2026-09-09T07:00:00+00:00,2026-09-09,0,,0,0
Thailand,2026-09-09T07:00:00+00:00,2026-09-09,6,0.8999,2,1
Turkey,2026-09-09T06:00:00+00:00,2026-09-09,4,0.068,3,0
Ukraine,2026-09-09T06:00:00+00:00,2026-09-09,7,-4.0385,6,2
Lebanon,2026-09-09T06:00:00+00:00,2026-09-09,4,-4.6061,3,1
Israel,2026-09-09T06:00:00+00:00,2026-09-09,19,-2.7599,14,3
Egypt,2026-09-09T06:00:00+00:00,2026-09-09,4,-2.5297,3,1
Sudan,2026-09-09T06:00:00+00:00,2026-09-09,2,-2.6436,2,1
Haiti,2026-09-09T06:00:00+00:00,2026-09-09,3,-3.8231,1,0
Thailand,2026-09-09T06:00:00+00:00,2026-09-09,5,2.0268,0,0
Turkey,2026-09-09T05:00:00+00:00,2026-09-09,7,-0.3571,4,0
Ukraine,2026-09-09T05:00:00+00:00,2026-09-09,16,-2.1894,11,1
Lebanon,2026-09-09T05:00:00+00:00,2026-09-09,6,-4.117,4,2
